Complex_name,Embedding,Confidence_score,Hetero_graph_path
OPYMOTLKQFPQGP-UHFFFAOYSA-N_P04406_1U8F,"[[  4.966139     8.0749445    5.5541673  ...  25.940125    -5.7951145
    1.222692  ]
 [ -9.882223    17.927624   -15.812244   ...  26.992569    -5.866935
   15.026323  ]
 [-27.35968     22.410011   -43.81936    ...  34.49925     24.413918
   -8.767834  ]
 ...
 [  5.543379    11.398552    15.117285   ...  11.58522     11.462036
    8.261503  ]
 [ 20.442522    -0.739872    -0.30225945 ... -12.788862    22.592278
  -10.826118  ]
 [ 20.743061   -17.57417      7.476835   ...   5.6308794    9.432498
   -6.512465  ]]",-1.56,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/OPYMOTLKQFPQGP-UHFFFAOYSA-N_P04406_1U8F/hetero_graph_OPYMOTLKQFPQGP-UHFFFAOYSA-N_P04406_1U8F.pt
LFTXQTWZJPQRJA-UHFFFAOYSA-N_Q9HC16_3V4J,"[[ 11.665623   -10.32267     13.988491   ...  18.32049      9.972667
   40.014923  ]
 [-11.541432     6.873412    14.992164   ...   7.260208    16.67994
   -2.2302628 ]
 [  1.0912962   -7.720928     9.357401   ...   8.411705    22.148449
  -14.41048   ]
 ...
 [ 10.889727     5.292423    12.304718   ...   0.20641637  -4.452581
   -1.483134  ]
 [  8.400785     8.500927     7.897945   ...  16.142183    -8.620448
   -4.454257  ]
 [  0.5900965    8.1245365   11.609675   ...   3.571024     6.7287216
   -0.26788372]]",-2.73,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/LFTXQTWZJPQRJA-UHFFFAOYSA-N_Q9HC16_3V4J/hetero_graph_LFTXQTWZJPQRJA-UHFFFAOYSA-N_Q9HC16_3V4J.pt
APIXJSLKIYYUKG-UHFFFAOYSA-N_Q13370_1SOJ,"[[ 11.881056    4.5416527 -19.36631   ... -10.641914   -3.0613556
    2.562931 ]
 [ -1.7337527  13.578892    3.1047134 ...   3.8354592   6.9050198
   16.712471 ]
 [  0.5572977  -4.0804415 -49.73659   ...  -6.572547    2.3552408
  -30.006649 ]
 ...
 [  6.5933414  14.471916    5.7366786 ...  -3.803629   -0.8675659
   11.110547 ]
 [  8.447569    5.98611   -10.884979  ...  16.691282   -1.185559
   -2.1739311]
 [ 14.427596    4.6512218  -8.082027  ...  -2.8426216   6.2825856
   -0.7434025]]",0.59,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/APIXJSLKIYYUKG-UHFFFAOYSA-N_Q13370_1SOJ/hetero_graph_APIXJSLKIYYUKG-UHFFFAOYSA-N_Q13370_1SOJ.pt
PFEWRCHYOZKKDK-UHFFFAOYSA-N_Q13547_4BKX,"[[ -5.9107714   -6.2420797  -21.349815   ...   8.269967    26.377823
    2.0362782 ]
 [  1.1564808   10.041489   -12.476213   ...  13.015334   -10.530341
   20.577095  ]
 [-11.125864     0.8263192   12.069402   ...   1.2005339   -0.70887375
    9.008578  ]
 ...
 [ -6.8760586    8.001781    13.14169    ...  -8.144044    -4.9935045
    0.6236665 ]
 [  3.2209504   -9.469221    42.758568   ... -11.449271     5.394764
   -3.595071  ]
 [ 18.594906    10.971067     8.251843   ...  25.470705     2.2396839
   -7.6621227 ]]",-0.6,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/PFEWRCHYOZKKDK-UHFFFAOYSA-N_Q13547_4BKX/hetero_graph_PFEWRCHYOZKKDK-UHFFFAOYSA-N_Q13547_4BKX.pt
PYZRQGJRPPTADH-UHFFFAOYSA-N_Q99250_2KAV,"[[-14.608799   21.609934   -7.1534867 ...  32.45049    -7.238802
   -2.3883705]
 [ -2.3225877  20.671894   10.314468  ...  17.230358   11.718418
  -21.26881  ]
 [-22.263021   -9.120968   -4.214701  ...  15.98203     8.465611
   35.218685 ]
 ...
 [  6.139476   -1.9437401  21.204535  ...   3.9910405  -2.2791219
    4.571449 ]
 [ 21.168781    4.589338    3.445449  ...  -1.0015085   9.1857605
   -9.884868 ]
 [ 15.167569   -4.7221165  16.583748  ...   8.337057   13.501375
   -1.911906 ]]",-1.87,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/PYZRQGJRPPTADH-UHFFFAOYSA-N_Q99250_2KAV/hetero_graph_PYZRQGJRPPTADH-UHFFFAOYSA-N_Q99250_2KAV.pt
MIGAKMWKMLYGJX-UHFFFAOYSA-N_O15229_5X68,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/MIGAKMWKMLYGJX-UHFFFAOYSA-N_O15229_5X68/hetero_graph_MIGAKMWKMLYGJX-UHFFFAOYSA-N_O15229_5X68.pt
LRHNWJTUXJXJRP-JGVFFNPUSA-N_P29477_4UX6,"[[ 1.20195789e+01 -1.19823017e+01 -2.84498692e+00 ... -4.87046909e+00
  -7.87429762e+00  5.39704323e+00]
 [ 2.03918266e+00  3.70986652e+00  9.56851959e+00 ... -2.08562393e+01
  -1.87974434e+01 -1.23592949e+01]
 [-8.61087799e+00  5.22801876e-01  2.06096916e+01 ... -2.69100189e+01
   1.12957478e+00  7.46351814e+00]
 ...
 [ 1.38508654e+01  1.03136692e+01 -4.01806355e-01 ... -5.02804852e+00
   1.05102587e+01 -7.17613649e+00]
 [ 2.18025665e+01  1.10318184e+00  5.41443253e+00 ... -2.77157211e+00
  -1.20049417e-02  1.04444275e+01]
 [ 1.00427666e+01  1.10777740e+01 -2.08745861e+00 ... -1.21377716e+01
   1.26584015e+01 -1.12560558e+01]]",-1.78,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/LRHNWJTUXJXJRP-JGVFFNPUSA-N_P29477_4UX6/hetero_graph_LRHNWJTUXJXJRP-JGVFFNPUSA-N_P29477_4UX6.pt
MJIVRKPEXXHNJT-UHFFFAOYSA-N_P41229_5FWJ,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/MJIVRKPEXXHNJT-UHFFFAOYSA-N_P41229_5FWJ/hetero_graph_MJIVRKPEXXHNJT-UHFFFAOYSA-N_P41229_5FWJ.pt
IQRRCSIADRYMIA-UWVGGRQHSA-N_O60341_2UXX,"[[ 12.105622     1.5662549   -9.755905   ...  12.478802   -18.924004
  -14.938081  ]
 [-15.334325     3.146688    20.0334     ...  17.328691    10.404755
   44.810814  ]
 [-12.586039    16.556763   -14.543388   ...   2.0819025   -9.851559
    5.4316382 ]
 ...
 [  9.663427     6.7761283   -2.885932   ...   7.9256086   -0.7488822
    4.29298   ]
 [ 19.65908     14.372711    15.016898   ...  16.942959     8.011451
  -12.454369  ]
 [  1.6076336    0.35785913   0.28871763 ...   3.3023162    6.9723244
   17.770302  ]]",-0.69,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/IQRRCSIADRYMIA-UWVGGRQHSA-N_O60341_2UXX/hetero_graph_IQRRCSIADRYMIA-UWVGGRQHSA-N_O60341_2UXX.pt
GTLJSJNKRLFVSJ-UHFFFAOYSA-N_P29474_1M9J,"[[ -7.052392    7.303807  -10.220675  ... -12.531781   -3.7815037
   -3.1938457]
 [ -7.777382   12.728653   15.093359  ...  -3.2362452  16.830082
  -16.352222 ]
 [-10.620522   -1.7079093  -2.5784354 ...   9.76619    16.367462
   13.833459 ]
 ...
 [  5.769771    3.2347608  28.660328  ...  -6.5204864  19.525908
    9.633429 ]
 [ -0.1261673   0.9422965  11.289919  ...  -3.8669384  -3.0528977
   -3.7045922]
 [ -0.1071229  -2.203915   15.83263   ...  12.759806  -22.652668
   -1.2550087]]",0.02,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/GTLJSJNKRLFVSJ-UHFFFAOYSA-N_P29474_1M9J/hetero_graph_GTLJSJNKRLFVSJ-UHFFFAOYSA-N_P29474_1M9J.pt
DKEXFJVMVGETOO-LURJTMIESA-N_P46059_7PMW,"[[ -5.8785877    1.1198057   -9.016603   ... -17.366844     4.1454897
  -30.168919  ]
 [-17.84962     16.33044     -0.14295578 ...   3.5460713  -23.925236
  -28.334053  ]
 [-11.810723     1.2517586  -12.402461   ...  22.478249    26.584797
   -6.9316697 ]
 ...
 [  2.2634752    5.4833455    3.4119961  ...  12.215724   -10.257553
  -10.212467  ]
 [-24.685127   -22.944878    -7.910446   ...  10.075447    15.160191
  -24.689728  ]
 [-14.508946    -1.047399   -29.648954   ...  19.162376   -14.009094
   -9.041936  ]]",-0.59,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/DKEXFJVMVGETOO-LURJTMIESA-N_P46059_7PMW/hetero_graph_DKEXFJVMVGETOO-LURJTMIESA-N_P46059_7PMW.pt
CWDIWBOCJFCBIJ-UHFFFAOYSA-N_P14920_2DU8,"[[-33.36898     -0.62839794  -0.7463527  ...   4.61718      7.1741433
    4.313632  ]
 [-35.903233     6.858838     8.553508   ...   7.4682007    2.88354
    7.456079  ]
 [-38.30558     -2.195081   -22.167517   ... -10.604417    -1.6424718
    0.4984219 ]
 ...
 [ 15.239291    19.886265     7.443717   ...  -7.2121887   12.1659565
   -5.9631886 ]
 [ -2.4437904   -0.8864789    9.997141   ...   1.4063611    1.0055938
   -2.4864638 ]
 [  7.4316635    5.883371    10.634022   ...  -4.5036726   -8.176523
   28.065943  ]]",-0.34,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CWDIWBOCJFCBIJ-UHFFFAOYSA-N_P14920_2DU8/hetero_graph_CWDIWBOCJFCBIJ-UHFFFAOYSA-N_P14920_2DU8.pt
BMUACLADCKCNKZ-UHFFFAOYSA-N_O14920_3BRT,"[[ -8.160214    13.831685    -4.3624134  ... -18.208134   -16.138332
    1.2058785 ]
 [-20.514853     8.197082    19.633913   ... -16.695637    -4.698945
   35.501476  ]
 [-26.738916     0.93031216  16.967955   ...   8.603273     0.3749237
   12.983276  ]
 ...
 [ 21.901245     1.018568    21.932104   ...   9.45129      5.2095747
    9.731049  ]
 [ 29.954521     8.935032    15.590332   ...   7.790807    -7.381831
   10.508911  ]
 [ 10.643265     8.517815    16.940807   ... -12.968334     8.967588
   -3.346419  ]]",-4.86,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/BMUACLADCKCNKZ-UHFFFAOYSA-N_O14920_3BRT/hetero_graph_BMUACLADCKCNKZ-UHFFFAOYSA-N_O14920_3BRT.pt
CINNDRAMISOFMJ-UHFFFAOYSA-N_P14902_2D0T,"[[-2.4861588e+00 -1.6911091e+01 -5.1774383e+00 ...  5.6549026e+01
  -2.3496253e+00  4.8948666e+01]
 [-2.6050938e+01 -8.9805031e+00  1.9009995e+01 ... -2.2018150e+01
  -6.4637375e+00 -8.2488983e+01]
 [-2.1340904e+01  4.6649594e+00  3.6073999e+00 ...  3.1582680e+00
   3.2294899e+01 -2.8146561e+01]
 ...
 [ 2.5196030e+00  1.5006992e+01  5.2126522e+00 ...  6.0592670e+00
   2.3215413e-03  8.6742773e+00]
 [ 4.2792835e+00  1.7082342e+01  1.5925127e+01 ... -2.6580713e+00
  -6.1286621e+00  2.6297481e+00]
 [-1.1690321e+00  1.6175270e+01  1.7004862e+01 ... -3.0089345e+00
   1.7356981e+01 -7.5436511e+00]]",-1.02,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/CINNDRAMISOFMJ-UHFFFAOYSA-N_P14902_2D0T/hetero_graph_CINNDRAMISOFMJ-UHFFFAOYSA-N_P14902_2D0T.pt
QWKKYJLAUWFPDB-UHFFFAOYSA-N_P00918_4Q90,"[[ -5.741085     0.6811333  -13.330616   ...  23.146793   -14.120558
   14.585352  ]
 [ -0.3951931   18.24634    -67.12736    ...   6.2208977  -33.38546
    1.9220438 ]
 [ -7.467518   -20.476437   -44.624092   ...   5.991991     2.5053952
    9.0735855 ]
 ...
 [  4.7418966   -8.171999     8.226685   ...  -4.667443    -0.4107666
    4.0811977 ]
 [  9.793079    -4.1312776   11.184614   ...   6.181175     3.9903722
   -6.0778637 ]
 [  4.9771533   -3.8926353    2.7634811  ...  -8.270497     1.8922623
   -0.20756584]]",0.41,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/QWKKYJLAUWFPDB-UHFFFAOYSA-N_P00918_4Q90/hetero_graph_QWKKYJLAUWFPDB-UHFFFAOYSA-N_P00918_4Q90.pt
FVVXWRGARUACNW-UHFFFAOYSA-N_P11509_1Z10,"[[ -5.7892146  -29.720776    39.35355    ...   1.0661407   -3.1259365
   12.040038  ]
 [-33.349174    -0.24593067  35.742413   ...   9.135046    -7.550337
    9.726162  ]
 [-36.97364     15.309853    15.504305   ...   6.345168     4.974271
   -1.9643011 ]
 ...
 [ 13.059406    18.331833    15.562462   ...   3.475707    -1.3960724
   -9.131027  ]
 [ 10.750152    12.232582    -1.4789274  ...  -8.42806     -0.687418
   -8.4819145 ]
 [ 12.827886     7.792806     1.5022593  ...  -2.7808385  -16.562891
   10.897884  ]]",-4.47,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/FVVXWRGARUACNW-UHFFFAOYSA-N_P11509_1Z10/hetero_graph_FVVXWRGARUACNW-UHFFFAOYSA-N_P11509_1Z10.pt
ZAYCRFWTIAJLIF-UHFFFAOYSA-N_P05186_7YIV,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/ZAYCRFWTIAJLIF-UHFFFAOYSA-N_P05186_7YIV/hetero_graph_ZAYCRFWTIAJLIF-UHFFFAOYSA-N_P05186_7YIV.pt
DHOSDVZDSQSRMS-UHFFFAOYSA-N_P03372_2P15,"[[  8.154401    29.462765   -18.021465   ... -18.970161   -15.488119
   -4.1427226 ]
 [ -6.1843686   24.471138   -30.055843   ...   4.9884844    4.001323
   13.455326  ]
 [-17.562366     8.01116      3.590449   ... -11.056841    12.692467
    7.200712  ]
 ...
 [  2.460063     6.604011    14.59483    ...  -3.5221102   10.336203
    4.4300547 ]
 [ 10.410967     4.280152     8.7205105  ...  -6.536298   -10.67903
    2.1207638 ]
 [  0.71574116   6.8938403    2.9401152  ...   7.102557     5.5122366
  -16.025616  ]]",-0.56,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/DHOSDVZDSQSRMS-UHFFFAOYSA-N_P03372_2P15/hetero_graph_DHOSDVZDSQSRMS-UHFFFAOYSA-N_P03372_2P15.pt
PDSCDFTZWQFMTC-WHFBIAKZSA-N_P29477_4UX6,"[[ -3.3586464    3.8236072   54.798607   ...   0.49881363  -6.5088277
   10.792929  ]
 [-25.755949    11.270321    63.655838   ...  16.159897   -24.008228
   30.847591  ]
 [-51.100704    -4.0919175   40.662945   ... -15.195301     4.5044265
   14.248882  ]
 ...
 [  4.6233063    8.622143     6.631638   ... -12.54528     -0.9534075
  -13.228714  ]
 [  9.164712     4.658384    10.824938   ...   8.033425    -3.4325209
   -7.946912  ]
 [ 17.045788    10.290047     8.801762   ...   0.70836186  10.813801
   21.592293  ]]",-3.04,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/PDSCDFTZWQFMTC-WHFBIAKZSA-N_P29477_4UX6/hetero_graph_PDSCDFTZWQFMTC-WHFBIAKZSA-N_P29477_4UX6.pt
VPVZSRIIAONGMU-UHFFFAOYSA-N_P29475_4D1N,"[[-18.45632    39.21298   -11.614859  ...  -4.153282    4.7946706
   -7.599978 ]
 [-30.680447   22.686312    9.928762  ...   1.8852482  -6.476844
    2.8834772]
 [-30.410528   10.568695    1.3577557 ... -17.683914    6.3292546
  -18.948223 ]
 ...
 [ -5.957122    3.4758468   7.9200006 ...  12.528188  -13.933931
  -14.783838 ]
 [ 18.123583   11.78162     6.907899  ...  -6.3672314   3.163326
   13.641976 ]
 [ -2.0661325   7.744556    2.1674867 ... -18.34239     3.41743
  -32.32368  ]]",-1.42,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/VPVZSRIIAONGMU-UHFFFAOYSA-N_P29475_4D1N/hetero_graph_VPVZSRIIAONGMU-UHFFFAOYSA-N_P29475_4D1N.pt
QKLKMSSJIUYOIB-UHFFFAOYSA-N_P00533_5CAP,"[[-16.614136    5.7765484 -30.200216  ...   2.8782222  24.028881
  -15.886684 ]
 [-11.806576   12.704302  -38.577946  ...   3.9373937  31.654425
  -31.67693  ]
 [-24.559093   -1.6890098 -41.442394  ...   3.2558365  27.639347
   -2.2140217]
 ...
 [ 16.033077    1.4658918  14.095173  ...   1.3336303   7.041887
    9.320259 ]
 [ 12.547647  -13.15167     7.6271234 ... -11.3174925  -2.219511
    6.678026 ]
 [ 14.090823    2.8639255   6.3539085 ...   4.0110354   5.4067206
   -4.200981 ]]",0.02,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/QKLKMSSJIUYOIB-UHFFFAOYSA-N_P00533_5CAP/hetero_graph_QKLKMSSJIUYOIB-UHFFFAOYSA-N_P00533_5CAP.pt
KCKZIWSINLBROE-UHFFFAOYSA-N_P11509_1Z10,"[[-15.93771    -18.416735    25.002354   ...  23.137981   -16.47274
   -6.2798996 ]
 [ -6.3462334   -3.9651546   -8.621191   ...   7.6635103  -11.834873
  -14.783178  ]
 [ -3.469619    14.660114    -2.9267788  ...  19.380816     0.6404987
   19.469889  ]
 ...
 [ 15.284308    10.520216     9.877245   ...  -2.4366283   -0.67633736
   15.526106  ]
 [ 20.630594    12.6689415   -6.601555   ...   5.2408733   -6.2822223
    3.5271606 ]
 [  5.1808786   -2.4478946    1.8838508  ...   5.0236845    3.6680787
   -2.506075  ]]",-4.52,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/KCKZIWSINLBROE-UHFFFAOYSA-N_P11509_1Z10/hetero_graph_KCKZIWSINLBROE-UHFFFAOYSA-N_P11509_1Z10.pt
WDFZXMUIFGGBQF-RITPCOANSA-N_P27487_1N1M,"[[  1.4635742   -7.8612633   -9.771513   ... -22.568514    14.255335
   -7.728491  ]
 [ 14.558662    16.030798   -14.406863   ... -29.384283    -6.074252
  -42.78962   ]
 [  6.9725513  -13.379017    -4.5856624  ...   5.2600985   15.925716
  -27.48956   ]
 ...
 [ 16.948435     2.8392568    0.4847567  ...  -2.8584967   -0.19788367
    4.8369946 ]
 [ 16.410614     3.390894     8.6833725  ...  -8.711083     8.956482
    9.208785  ]
 [  9.958958     2.26508      0.625577   ...   8.314958     4.2332134
    5.2840443 ]]",0.14,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/WDFZXMUIFGGBQF-RITPCOANSA-N_P27487_1N1M/hetero_graph_WDFZXMUIFGGBQF-RITPCOANSA-N_P27487_1N1M.pt
XVJCSYMVGPVJNH-UHFFFAOYSA-N_P20813_3IBD,"[[-13.244884    10.824323     1.3514073  ...  30.898273    -2.2143598
   -8.869211  ]
 [-29.804337    14.419717     8.779531   ...  21.773342     8.990458
   -5.5194993 ]
 [-23.021301    20.145164    -5.81382    ... -18.563282   -12.552292
   -8.439729  ]
 ...
 [ 12.778389    12.291138    -1.0373096  ... -16.06102      4.2806196
    6.07481   ]
 [ 13.017589    12.6498165   -1.9857774  ...  -0.10358346  -6.959664
   -3.39114   ]
 [  0.23656178   6.0237947    5.0553613  ...  -0.08590007  -3.91731
   -2.8614967 ]]",-3.43,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/XVJCSYMVGPVJNH-UHFFFAOYSA-N_P20813_3IBD/hetero_graph_XVJCSYMVGPVJNH-UHFFFAOYSA-N_P20813_3IBD.pt
LXXBMXMHSHQAJL-UHFFFAOYSA-N_P28161_3GUR,"[[ 6.30408249e+01  1.35464830e+01 -1.57774105e+01 ...  8.87232494e+00
   7.47650146e+00  1.38037529e+01]
 [-1.26999493e+01 -4.59917116e+00 -4.28571167e+01 ...  2.52223969e+01
  -1.86265545e+01  2.03120193e+01]
 [-1.60909061e+01 -2.51533985e-02 -2.13904305e+01 ...  8.67333603e+00
  -2.32659626e+01 -6.82953358e+00]
 ...
 [ 1.85252953e+01  8.24368286e+00  3.53705883e-02 ... -3.21024084e+00
  -3.75290451e+01 -1.31050968e+00]
 [ 1.32806625e+01  1.16427021e+01  4.82309818e+00 ...  1.49151154e+01
   8.35935879e+00 -3.55834723e+00]
 [ 9.62276745e+00  1.02162876e+01  3.47534332e+01 ...  2.39882641e+01
   2.65424595e+01  2.89409518e-01]]",-0.68,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/LXXBMXMHSHQAJL-UHFFFAOYSA-N_P28161_3GUR/hetero_graph_LXXBMXMHSHQAJL-UHFFFAOYSA-N_P28161_3GUR.pt
GAQIUZBEKIRYHD-UHFFFAOYSA-N_P08253_1CK7,"[[ -8.389424    -6.2696247    7.020753   ... -13.006739     4.99596
    9.705814  ]
 [-17.751747    -5.2848454    9.396637   ... -17.083584    27.282207
   12.681493  ]
 [-10.166124    -7.810402    11.020487   ... -13.279343   -22.50288
  -25.127207  ]
 ...
 [ -3.4776506   -1.4706903    0.609797   ...   7.64976     -1.1838015
   -6.108303  ]
 [  7.2899203    7.949101     7.4303875  ...   4.484766    -2.3918257
    0.2031439 ]
 [ 12.821015    10.481459     5.8410044  ...   1.6236161    0.7000879
    0.29747376]]",-2.96,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/GAQIUZBEKIRYHD-UHFFFAOYSA-N_P08253_1CK7/hetero_graph_GAQIUZBEKIRYHD-UHFFFAOYSA-N_P08253_1CK7.pt
QURASSNYVOMDDW-UHFFFAOYSA-N_P05186_7YIV,,,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/QURASSNYVOMDDW-UHFFFAOYSA-N_P05186_7YIV/hetero_graph_QURASSNYVOMDDW-UHFFFAOYSA-N_P05186_7YIV.pt
RJXJHEYXZURDJH-UHFFFAOYSA-N_P29477_4UX6,"[[ 17.358967    -9.558574    14.297662   ...  15.9953985    4.0568233
    2.4495053 ]
 [-46.37842     16.691105    29.754847   ...  18.470015     8.9931965
  -18.443136  ]
 [-22.198948    14.132979     0.44620466 ...   6.8053102   23.772427
   -4.072607  ]
 ...
 [ 10.934355     9.67318      3.2402835  ...  -3.465151     9.0553
   -1.1004761 ]
 [ 17.75422     -0.11492443  11.342114   ...  -6.513752    -8.555076
   12.209742  ]
 [  5.2171702   11.491732     1.659822   ...  -3.4963508    4.2642765
   -1.1471438 ]]",-0.6,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/RJXJHEYXZURDJH-UHFFFAOYSA-N_P29477_4UX6/hetero_graph_RJXJHEYXZURDJH-UHFFFAOYSA-N_P29477_4UX6.pt
YCJLHWUDGUXLSF-UHFFFAOYSA-N_P53667_3S95,"[[-15.011551    -5.5046096  -27.069843   ...  -0.6233711   15.487259
    8.8913555 ]
 [-12.709038     9.589952   -31.697939   ...   2.94018     18.919834
    1.191938  ]
 [-20.042334    -1.6326423  -22.723389   ...  -5.6545687   17.78616
   -3.220632  ]
 ...
 [  9.612142    -2.1054006   17.09316    ...   6.3597536   -2.2755573
    5.3410296 ]
 [  5.6145205    1.0139208   12.8542     ...  -1.6643357    0.62772477
    5.959158  ]
 [ 31.751236    -3.2058935    9.738527   ...  14.40288     -3.520307
    8.427733  ]]",0.52,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/YCJLHWUDGUXLSF-UHFFFAOYSA-N_P53667_3S95/hetero_graph_YCJLHWUDGUXLSF-UHFFFAOYSA-N_P53667_3S95.pt
RFJKCAIXDAGEDH-UHFFFAOYSA-N_P29474_1M9J,"[[  9.325716    -7.4376183  -11.039142   ... -29.740555   -19.813023
   -0.37370777]
 [  1.3260813   29.667645     3.5661864  ...  -9.977766     5.8534474
    6.340977  ]
 [ -1.8069887   16.430456    24.078651   ...  -7.1673026   -4.974231
   10.081795  ]
 ...
 [  7.661718     4.3338237    8.938426   ...  -3.9837499   -8.484091
  -10.500126  ]
 [ 12.2390175    5.3513865   31.085487   ...  -4.964065     7.3676605
    8.490711  ]
 [ -4.8591537    0.6202831    8.426711   ...   2.087412     2.1530004
   -1.7428701 ]]",-0.77,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/RFJKCAIXDAGEDH-UHFFFAOYSA-N_P29474_1M9J/hetero_graph_RFJKCAIXDAGEDH-UHFFFAOYSA-N_P29474_1M9J.pt
SWJPEBQEEAHIGZ-UHFFFAOYSA-N_P11509_1Z10,"[[ -1.8334455  -11.86022     10.892322   ...   9.794988     3.9154186
    5.424779  ]
 [-17.877394    11.788106    -8.761368   ...  -1.9430225   -1.8159394
    3.4443145 ]
 [-22.351677    17.485083    -9.653857   ...  14.328507    -2.8273363
   10.386545  ]
 ...
 [ 12.773258     9.602982     5.300577   ...  11.321674    -0.40615755
   -0.52690154]
 [  6.980257    16.989788     4.217997   ...   2.18553      2.0610983
  -12.900305  ]
 [ 20.7468      10.55904      4.7194147  ...   2.7059863   -3.2182899
   -3.0196023 ]]",-5.5,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/SWJPEBQEEAHIGZ-UHFFFAOYSA-N_P11509_1Z10/hetero_graph_SWJPEBQEEAHIGZ-UHFFFAOYSA-N_P11509_1Z10.pt
YHCVNWRRYQVTIU-UHFFFAOYSA-N_Q14289_3FZS,"[[ 13.7964115  -4.7503786 -19.554825  ...  19.746449  -17.058088
   12.511167 ]
 [ 13.242498   12.800137  -20.142199  ...  -8.955076   -7.841914
   35.648647 ]
 [-12.355047   16.325645    3.5754566 ... -13.641464   15.001284
   -2.1909657]
 ...
 [ 28.048573   15.934793   -3.450396  ...  -5.4652424   3.741108
    3.3619502]
 [ 21.40628    14.562441   19.25254   ...  25.839817    8.729158
   -6.10612  ]
 [  5.882505   -5.220862   12.8022175 ...   1.5455358   6.998207
    7.9105554]]",-1.97,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/YHCVNWRRYQVTIU-UHFFFAOYSA-N_Q14289_3FZS/hetero_graph_YHCVNWRRYQVTIU-UHFFFAOYSA-N_Q14289_3FZS.pt
INQXGZFDGDSRIF-UHFFFAOYSA-N_Q9HC16_3V4J,"[[ -6.88828    -11.208952   -15.442774   ...  10.394398    -4.228561
   -4.94384   ]
 [-30.062145     8.030861   -13.842775   ...   9.380034     5.2908816
   -6.419892  ]
 [-38.85739    -21.821583    -4.631714   ... -13.011204    25.311363
   -9.409945  ]
 ...
 [ -3.3031483    8.547398     6.5046973  ...   0.8636483    9.006323
   -2.1601708 ]
 [ 13.758802    14.788786    12.929821   ...  13.185768   -10.253245
  -10.77884   ]
 [ -0.45647144  10.969149    10.555243   ...   1.5383065   11.903258
   -0.5794339 ]]",-0.75,/home/serve/Gibeom/test/test2/DiffDock/data/Papyrus_DB/GBnam/Dataset/INQXGZFDGDSRIF-UHFFFAOYSA-N_Q9HC16_3V4J/hetero_graph_INQXGZFDGDSRIF-UHFFFAOYSA-N_Q9HC16_3V4J.pt
